Issue Type,Priority,Issue key,Issue id,Summary,Assignee,Reporter,Status,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Custom field (Found in Build),Created,Resolution
Defect,3 - Medium,PLAT-22324,22462942,CLONE - Batch Processing not pausing after failure and proceeding with the rest of files.,TMurphy,RSatoor,New,7.6,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Batch Bridge,,,,,7.2.1.21,15/10/2018 06:24,
Defect,3 - Medium,PLAT-22325,22463223,Classpath conflict with the free text search function and the phoenix thick driver,Pnolan,SHanley,New,7.6,,,,,,,,,,,,,,,,,,,,,,7.5,7.6,,,,,,,,,,,,,,,,,,,,,Build Process,NR Search,,,,7.5.0.3,16/10/2018 15:28,
Defect,3 - Medium,PLAT-22384,22464483,CLONE - JEP Expression fail to process the data with square bracket,Pnolan,ZHtet,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Services Manager,,,,,7.4.0.14,30/10/2018 03:25,
Defect,3 - Medium,PLAT-22340,22465096,Export to CSV is not working for Base Platform user administration screens,JLalor,DKnyazev,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.6.0.4,05/11/2018 12:53,
Defect,3 - Medium,PLAT-22337,22465126,Validate DHC parameter router.dhc.domains.datasources,EBaggott,TMurphy,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.6,05/11/2018 13:25,
Defect,3 - Medium,PLAT-22348,22466690,Max35Text is unable to handle a CR character,Pnolan,JGaviero,Assigned,8,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.2,20/11/2018 16:42,
Defect,3 - Medium,PLAT-22356,22466692,WLM RealTime screening performance improvement,AManayangath,hteong,New,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.5.0.6,20/11/2018 17:28,
Defect,3 - Medium,PLAT-22349,22466706,Different timestamp causing CDD rescoring to fail,KVatsa,ciankivlehan,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,CDD,,,,,7.6,21/11/2018 00:44,
Defect,3 - Medium,PLAT-22364,22467646,Infinite loop of opened connections to DB,Pnolan,anthonylejalle,New,8,,,,,,,,,,,,,,,,,,,,,,7.4,7.5,7.6,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.6.0.3,30/11/2018 11:01,
Defect,3 - Medium,PLAT-22370,22468002,CLONE - BMO Penetration Test on PLAT 7.4,Pnolan,KGudivada,New,8,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.14,03/12/2018 15:47,
Defect,3 - Medium,PLAT-22424,22468098,Export Summary View throws an error CBP-13000,Pnolan,ilona.drezek,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,7.6,04/12/2018 12:01,
Defect,3 - Medium,PLAT-22380,22468968,Command And Control Report for AML AGT alerts,azaruddinchehassan,azaruddinchehassan,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,Apps 4.8.0.0,13/12/2018 03:31,
Defect,3 - Medium,PLAT-22383,22469437,The calendar picker does not appear when clicking on the date range fields,Pnolan,BPotam,Assigned,8,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.6.0.6,18/12/2018 23:57,
Defect,3 - Medium,PLAT-22385,22469981,Incorrect Org Unit populated in Transaction Worklist screen/Table,EFitzgerald,sangarganesan,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Services Manager,Watchlist Manager,,,,7.6.0.5,01/01/2019 23:00,
Defect,3 - Medium,PLAT-22386,22470421,[RNL-326] Difference between the Free Text Match 85% and Free Text Abbreviation Match 85% algorithms.,EFitzgerald,JSchweiss,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.1.,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.1.1.8,07/01/2019 11:26,
Defect,3 - Medium,PLAT-22387,22470456,Workflow actions on cross filters sections not working on 7.5.0.10,,ciarahall1,New,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.10,07/01/2019 14:41,
Defect,3 - Medium,PLAT-22392,22470912,"Search Audit log is duplicate Action type for ""Add Task"" Mass Action.",CBandara,sveta.chapurnaya,New,,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.3.1,10/01/2019 17:44,
Defect,3 - Medium,PLAT-22531,22471469,WLM Batch processing for DS_XX data sources ends with error,MDonder,laura.figurniak,New,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.7.0.3,16/01/2019 11:52,
Defect,3 - Medium,PLAT-22400,22472151,"PLS-00103: Encountered the symbol ""end-of-file"" in norkom.log",EBaggott,etaylor,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Batch Bridge,,,,,7.6.0.7,23/01/2019 13:37,
Defect,3 - Medium,PLAT-22402,22472407,Using permalink on toolbar results with screen not loading and system error,Pnolan,bmaslek,New,8,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.11,25/01/2019 12:14,
Defect,3 - Medium,PLAT-22406,22472546,XML text elements double escaped on ingest.,CBandara,christianabamkole,New,7.6,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Other,,,,,3.1.15,28/01/2019 16:03,
Defect,3 - Medium,PLAT-22409,22472915,P&C3 bug in report builder with mandatory fields,Pnolan,christianabamkole,New,,,,,,,,,,,,,,,,,,,,,,,UAT,,,,,,,,,,,,,,,,,,,,,,Other,,,,,N/A,31/01/2019 10:34,
Defect,3 - Medium,PLAT-22426,22473006,Unable to access workflow actions under rule actions due to entity name mismatch,Pnolan,BPotam,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Workflow Configurator,,,,,7.6.0.6,01/02/2019 04:17,
Defect,3 - Medium,PLAT-22416,22473016,Case description text on matching cases list screen contains invalid characters,VSavkoor,christianabamkole,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Other,,,,,3.1.15,01/02/2019 09:15,
Defect,3 - Medium,PLAT-22430,22473722,CLONE - listBox_FieldName_Query is not working in 7.6,AManayangath,HYong1,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.6,11/02/2019 06:55,
Defect,3 - Medium,PLAT-22431,22473762,Credentials are not recognized on first attempt to login after Cross Site Forgery attack,Pnolan,bmaslek,New,8,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.5.0.11,11/02/2019 11:17,
Defect,3 - Medium,PLAT-22435,22474009,CLONE - NetReveal 7.6: UAT:Error message is displaying even after the Normalization rule added to the rule set after clicking on the reload button,EFitzgerald,greeshma.allipilli,New,7.6,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.6.0.5,13/02/2019 06:43,
Defect,3 - Medium,PLAT-22439,22474120,CLONE - Query List Data - incorrect search for deleted records,AManayangath,RSatoor,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.0.14 ,14/02/2019 00:35,
Defect,3 - Medium,PLAT-22440,22474131,CLONE - Watchlist Manager Lists Read Only Permissions,AManayangath,harika.kurada,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.0.14 ,14/02/2019 05:16,
Defect,3 - Medium,PLAT-22441,22474195,Dossiers for alerts open in read-only mode - unable to view documents or spider,JPerek,christianabamkole,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Other,,,,,N/A,14/02/2019 13:39,
Defect,3 - Medium,PLAT-22445,22474322,P&C Command and Control (EIM) - Claim and Policy channels,JPerek,etaylor,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,7.6.0.0,15/02/2019 12:47,
Defect,3 - Medium,PLAT-22452,22474482,"CLONE - NetReveal 7.6 – ST Progression: Extra bar is displaying in “Chart:bar” of “Case Creation reason report” and “case close reason report""",Pnolan,greeshma.allipilli,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,7.6.0.5,18/02/2019 11:44,
Defect,3 - Medium,PLAT-22454,22474552,Hastings UAT - UTC/Universal User Timezones resolve dates incorrectly,agnieszkatomaszewska,christianabamkole,New,,,,,,,,,,,,,,,,,,,,,,,UAT,,,,,,,,,,,,,,,,,,,,,,Other,,,,,N/A,18/02/2019 17:19,
Defect,3 - Medium,PLAT-22458,22474931,CLONE - [Phase 2][Sprint 5]: Only partial address captured instead of full address at High Risk Customer List  table,Pnolan,komalanityanandam,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.6,20/02/2019 07:41,
Defect,3 - Medium,PLAT-22460,22475082,Can't Delete Standard List Records,tristanwalsh,tristanwalsh,Resolved,7.7,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.6.0.9,21/02/2019 04:15,Fixed
Defect,3 - Medium,PLAT-22461,22475200,[NFCU-89] - [NFCU-86 - accidently deleted] - Account Recourse Calculation,EBaggott,shekharkulkarni,New,,,,,,,,,,,,,,,,,,,,,,,7.1.1,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.1.1.11,21/02/2019 16:20,
Defect,3 - Medium,PLAT-22462,22475317,"CLONE - ""Get Next Alert"" Returning Disproved Alerts",Pnolan,VSavkoor,New,,,,,,,,,,,,,,,,,,,,,,,6.7.2,,,,,,,,,,,,,,,,,,,,,,Other,,,,,6.7.2.18,22/02/2019 14:37,
Defect,3 - Medium,PLAT-22463,22475426,Command and Control 'Channel' domain filtering doens't appear to work,Pnolan,christianabamkole,New,,,,,,,,,,,,,,,,,,,,,,,UAT,,,,,,,,,,,,,,,,,,,,,,Other,,,,,N/A,25/02/2019 13:14,
Defect,3 - Medium,PLAT-22464,22475428,"on version 7.5, Command and control's export of details view doesn't work anymore",JLalor,TRomano,New,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,7.5.0.5,25/02/2019 13:26,
Defect,3 - Medium,PLAT-22465,22475474,Licence Error,Pnolan,christianabamkole,New,8,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,N/A,25/02/2019 17:42,
Defect,3 - Medium,PLAT-22468,22475577,"[LLOYDS-21] - User getting a blank page, instead of error message on clicking Get Next but no alerts in Q.",Pnolan,agustinvalencia,New,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Other,,,,,7.5.0.3,26/02/2019 14:40,
Defect,3 - Medium,PLAT-22475,22475812,[HSUCM-281] - Over running Query,Pnolan,agustinvalencia,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.1.,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.1.0.6,28/02/2019 14:51,
Defect,3 - Medium,PLAT-22476,22475859,CLONE - SIT Deployment Issues Of Swift Phase 2 Release (OCBC_SW_P2_2.0),Pnolan,ADuggan,New,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.1.2.53,28/02/2019 17:24,
Defect,3 - Medium,PLAT-22487,22476017,[LLOYDS-19] - Back office Transaction search using Account Source ref if for searches it should use account source unique id instead,Pnolan,agustinvalencia,New,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Other,,,,,7.5.0.3,04/03/2019 08:30,
Defect,3 - Medium,PLAT-22491,22476109,P&C case priority,Pnolan,christianabamkole,New,,,,,,,,,,,,,,,,,,,,,,,UAT,,,,,,,,,,,,,,,,,,,,,,Other,,,,,N/A,04/03/2019 17:36,
Defect,3 - Medium,PLAT-22498,22476287,CLONE - 158:Audit log action ‘Modify’ is too general and doesn’t mean anything to admins,Pnolan,katipallyvasantha.kumari,New,7.6,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.6,06/03/2019 05:40,
Defect,3 - Medium,PLAT-22500,22476379,Diactric characters not correctly displayed,Pnolan,christianabamkole,Assigned,7.6,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Other,,,,,7.6.0.7,06/03/2019 13:23,
Defect,3 - Medium,PLAT-22502,22476428,CLONE - Wrong count in C&C Summary View - Batch Name is trimmed,Pnolan,harika.kurada,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,7.2.0.14 ,07/03/2019 01:20,
Defect,3 - Medium,PLAT-22511,22476485,Missing highlight of hit information in the Parsed Fileds section (WLM Alerts' Details),laura.figurniak,laura.figurniak,Resolved,8.1,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.7.0.3,07/03/2019 11:43,Fixed
Defect,3 - Medium,PLAT-22506,22476529,Query Builder Issues in DUX,EBaggott,lukasz.pacan,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,Core 7.6.04 with SM DUX 7.7.2-SMC-a206 ,07/03/2019 15:29,
Defect,3 - Medium,PLAT-22505,22476530,CLONE - Scenario Manager DUX generates missing value errors when updating parameter lists even though values are entered.,EBaggott,JGedge,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,Core 7.6.04 with DUX 7.7.2-SMC-a206,07/03/2019 15:42,
Defect,3 - Medium,PLAT-22508,22476583,CLONE - C&C Count Mismatch Summary View and Detailed View,Pnolan,harika.kurada,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,7.2.0.14 ,08/03/2019 02:54,
Defect,3 - Medium,PLAT-22512,22476839,Can't send & using toolbar integrated search box,Pnolan,christianabamkole,New,7.6,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,N/A,11/03/2019 13:12,
Defect,3 - Medium,PLAT-22522,22476984,CLONE - 'Update Case Details'  Workflow action button permissions,MJoyce,srinivas.boini,New,7.4,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.2.0.14 ,13/03/2019 03:22,
Defect,3 - Medium,PLAT-22523,22476989,SCM DUX ConfigurationException: Time-period is not defined,EBaggott,BPotam,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.6.0.6,13/03/2019 04:15,
Defect,3 - Medium,PLAT-22532,22477221,DUX doesn't recognize setters set up in the processing model,lukasz.pacan,lukasz.pacan,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.7.2-SMC-a206,14/03/2019 15:38,
Defect,3 - Medium,PLAT-22559,22478073,CLONE - C&C - Display Issue in Chart View and Summary View,Pnolan,harika.kurada,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,7.2.0.14,21/03/2019 05:57,
Defect,3 - Medium,PLAT-22544,22478249,CLONE - Worldcheck 'Deceased' column values are not searchable - Date format Issue,AManayangath,harika.kurada,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.0.14,22/03/2019 00:15,
Defect,3 - Medium,PLAT-22556,22478788,Queue subscriber role  access issue,Pnolan,ragulan.nedumaran,New,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Workflow Configurator,,,,,7.5.0.5,27/03/2019 07:19,
Defect,3 - Medium,PLAT-22566,22479859,Parameters tab crashes when additional segments are added (DUX),EBaggott,lukasz.pacan,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,, Core 7.6.0.4 + SM DUX 7.7.5-SMC-a217,04/04/2019 14:18,
Defect,3 - Medium,PLAT-22578,22480273,CBP-13000 - Could not generate report error during Export action,Pnolan,ragulan.nedumaran,New,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Other,,,,,7.5.0.5,10/04/2019 08:09,
Defect,3 - Medium,PLAT-22646,22481353,NR8 - error: com.detica.netreveal.common.search.InvalidConfigurationNameException: The configuration name was not recognised: EIMConfig,CBandara,stephane.baudet,Assigned,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,NR Search,,,,,8.0.0.1,19/04/2019 15:16,
Defect,3 - Medium,PLAT-22595,22481385,Export Report - To encapsulate all CSV extractions data in double quotes,Pnolan,azaruddinchehassan,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Other,,,,,7.6.0.10,22/04/2019 09:42,
Defect,3 - Medium,PLAT-22596,22481429,[SIAM-78] FLTS Error and Can't restart,,adilahsaiyidah,Closed,8.1,,,,,,,,,,,,,,,,,,,,,,6.6.2,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,6.6.2.15,23/04/2019 09:58,Fixed
Defect,3 - Medium,PLAT-22603,22481734,CLONE - [Phase 2][Sprint 5]:Audit log is not captured comments  accurately,sangarganesan,komalanityanandam,New,8.1,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Other,,,,,7.6.0.5,24/04/2019 09:16,
Defect,3 - Medium,PLAT-22616,22482759,[ELB-12] Released messages are not being received in Swift Alliance Server,AManayangath,muhammad.rieza,New,,,,,,,,,,,,,,,,,,,,,,,7.0.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.0.1.5,06/05/2019 10:53,
Defect,3 - Medium,PLAT-22622,22483315,CLONE - NetReveal 7.6_ST_Progression : The line graphs in the Transaction Filtering MIS and Transaction Filtering MIS alerts are incorreclty displayed,sangarganesan,greeshma.allipilli,New,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,4.8.0.0,09/05/2019 00:57,
Defect,3 - Medium,PLAT-22621,22483316,Error when processing an end of week with the Business Calendar,TMurphy,raedlakoud,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,v7.5.0.5,09/05/2019 01:00,
Defect,3 - Medium,PLAT-22624,22483483,"Hastings ""Export to CSV"" button disappears",Pnolan,christianabamkole,New,8,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Other,,,,,N/A,10/05/2019 09:55,
Defect,3 - Medium,PLAT-22647,22483508,Active Sessions screen continues to show users that have been terminated by Admin,Pnolan,christopher.newell,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.5.0.3,10/05/2019 11:38,
Defect,3 - Medium,PLAT-22628,22483803,User may be locked out of the application after server restart,Pnolan,faisal.abdulghaffar,New,8.1,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,Stage 1,15/05/2019 00:38,
Defect,3 - Medium,PLAT-22632,22483917,"Remove HttpRequest parameter ""userId"" from all calls to InteractiveListServlet",Pnolan,ADuggan,New,8.1,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.3.1.6,15/05/2019 14:43,
Defect,3 - Medium,PLAT-22635,22484321,[HSUCM-323] Error creating bean with name 'cachingKeyGenerator' UNIQUE_KEY.NEXT.ID > JAVA MAX INT ,Pnolan,JDelescluse,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.5.0.11 ,17/05/2019 16:07,
Defect,3 - Medium,PLAT-22645,22484522,Workflow Configrator Issue,KYadav,jkenny,New,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Workflow Configurator,,,,,4.9.0.0,20/05/2019 15:36,
Defect,3 - Medium,PLAT-22643,22484782,CLONE - Match Exclusion - creates duplicate Recorded Match Exclusions when variant normalisation turned on,AManayangath,KOReilly,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.6.0.9,22/05/2019 07:31,
Defect,3 - Medium,PLAT-22650,22485164,CLONE - CSV Export output is truncated,Pnolan,eugene.yeohock,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.5,7.6,,,,,,,,,,,,,,,,,,,,,Other,,,,,7.6.0.10,25/05/2019 04:15,
Defect,3 - Medium,PLAT-22670,22485448,Value of dropdown filter on interactive list sections disappears but filtering remains,Pnolan,monika.jagodzinska,Need More Info,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,3.1.20,29/05/2019 11:29,
Defect,3 - Medium,PLAT-22660,22485595,[EUS000316-138]Lock functionality is not working for alerts/cases.,Pnolan,sveta.chapurnaya,New,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.7,31/05/2019 01:55,
Defect,3 - Medium,PLAT-22673,22486737,"DUX is not showing information in the ""Rollup"" section",EBaggott,kslawinski,New,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,"Nordea specific build - apps 4.9, core 7.7",12/06/2019 07:29,
Defect,3 - Medium,PLAT-22675,22486805,UBS UT2.0 jar signer certificate warning,Pnolan,christianabamkole,New,8,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,Other,,,,,8.0.0.0,12/06/2019 15:53,
Defect,3 - Medium,PLAT-22689,22488085,WorldCheck details not available from within alert for update category C6,AManayangath,JSchweiss,New,8,,,,,,,,,,,,,,,,,,,,,,6.5.2,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,6.5.2.19,24/06/2019 10:16,
Defect,3 - Medium,PLAT-22693,22488198,ORA-12899: value too large for column ALERT_DETAILS_WLM.SUBJECT_UID,AManayangath,BPotam,New,8.1,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.6.0.6,25/06/2019 08:21,
Defect,3 - Medium,PLAT-22702,22488324,Match Data filed in section All Matches (WLM Alert Details - Base screen) - incorrect display for text containg spaces,Pnolan,laura.figurniak,In Progress,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,Not known,26/06/2019 09:49,
Defect,3 - Medium,PLAT-22699,22488853,CLONE - Extend MX Transformer to Support SupplementaryData tags,,AByrne1,New,8.1,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,111111,02/07/2019 09:26,
Defect,3 - Medium,PLAT-22704,22489269,NetReveal Menu Bar Slides Right After Clicking 'Space Bar',KYadav,benjamin.au,New,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.6,04/07/2019 09:17,
Defect,3 - Medium,PLAT-22706,22489502,Mass Key Actions disappearing from WLM alert search screen ,Pnolan,BPotam,New,,,,,,,,,,,,,,,,,,,,,,,7.6,7.7,8,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.6.0.6,08/07/2019 05:33,
Defect,3 - Medium,PLAT-22712,22489842,CLONE - [R105] Incorrect option name for affected object type,KVatsa,JMErboila,New,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,4.9,11/07/2019 08:24,
Defect,3 - Medium,PLAT-22714,22489843,CLONE - NWOW190 - Sanctions - Child Job dropdown is displayed blank in Create Job Schedule page,Pnolan,NHarris,New,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,4.9,11/07/2019 08:30,
Defect,3 - Medium,PLAT-22717,22489924,Filters are empty when returning to a search screen (eg. MM> Group Work >All Alerts),Pnolan,laura.figurniak,New,,,,,,,,,,,,,,,,,,,,,,,7.6,7.7,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,Not known,12/07/2019 08:54,
Defect,3 - Medium,PLAT-22719,22490289,CLONE - Upgrade - Amount column not populated for RT alerts on Search Alerted messages screen,EFitzgerald,ilynroseabletes,New,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.7.0.2,17/07/2019 03:58,
Defect,3 - Medium,PLAT-22770,22490983,Transaction Date time-zone offset in Cross Filter section,Pnolan,adam.bullock,New,8.1,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,, 7.5.0.12 ,19/07/2019 16:25,
Defect,3 - Medium,PLAT-22725,22491573,CLONE - TSS Bundle1 R1.2: Seperate value is displayed in Parsed fields for repetative tags like 95 and 93.,AHMTalib,shruti.x.bansal,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.6.0.5,29/07/2019 07:53,
Defect,3 - Medium,PLAT-22726,22491616,Combination profiles calculate values when the 'for every' condition isn't true,EBaggott,lukasz.pacan,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.6.0.4,29/07/2019 13:04,
